epoch_id,loss,accuracy
1,59.05506,0.1724137931034483
1,55.91018,0.18085106382978725
1,73.72772,0.17537313432835822
1,62.66337,0.17592592592592593
1,83.06553,0.13503649635036497
1,62.09288,0.23478260869565218
1,50.286278,0.235
1,56.564365,0.20642201834862386
1,45.59207,0.18497109826589594
1,52.926174,0.15263157894736842
1,60.27465,0.18099547511312217
1,52.178448,0.15789473684210525
1,68.07864,0.19444444444444445
1,68.55496,0.15040650406504066
1,53.482433,0.21052631578947367
1,65.253716,0.20784313725490197
1,43.36725,0.2393617021276596
1,42.59539,0.2
1,50.41489,0.22772277227722773
1,46.691544,0.18579234972677597
1,64.18204,0.26136363636363635
1,49.48423,0.2233502538071066
1,48.493305,0.23115577889447236
1,50.442036,0.1989795918367347
1,37.082664,0.17682926829268292
1,37.42783,0.25609756097560976
1,65.28342,0.1952191235059761
1,58.040535,0.14285714285714285
1,36.537773,0.1987179487179487
1,28.354841,0.224
1,47.47639,0.14646464646464646
1,35.317657,0.2229299363057325
1,58.58049,0.18018018018018017
1,40.079006,0.266304347826087
1,46.765812,0.203125
1,58.648693,0.23140495867768596
1,52.98259,0.2403846153846154
1,43.112823,0.17989417989417988
1,57.619728,0.21888412017167383
1,61.215134,0.21686746987951808
1,39.000565,0.22033898305084745
1,44.537617,0.21428571428571427
1,58.087692,0.1981981981981982
1,59.881863,0.17391304347826086
1,62.77594,0.16736401673640167
1,53.659607,0.2489451476793249
1,59.376564,0.2025862068965517
1,49.64737,0.17582417582417584
1,36.11168,0.16875
1,45.01101,0.18032786885245902
1,49.45893,0.23963133640552994
1,65.65712,0.17120622568093385
1,38.5519,0.22289156626506024
1,58.246117,0.16666666666666666
1,42.20198,0.22459893048128343
1,56.8376,0.22950819672131148
1,39.012657,0.22674418604651161
1,33.252254,0.2857142857142857
1,64.7664,0.19923371647509577
1,39.53661,0.21428571428571427
1,63.04817,0.17916666666666667
1,38.04236,0.23809523809523808
1,68.054565,0.1893939393939394
1,51.47384,0.2037914691943128
1,40.312653,0.2268041237113402
1,30.26338,0.24324324324324326
1,57.079605,0.21810699588477367
1,36.46422,0.2331288343558282
1,55.18065,0.16964285714285715
1,37.52325,0.21052631578947367
1,65.0005,0.20155038759689922
1,44.028564,0.19889502762430938
1,39.911133,0.19879518072289157
1,53.13229,0.20270270270270271
1,50.166,0.16243654822335024
1,29.379162,0.21212121212121213
1,64.26308,0.1776061776061776
1,49.47635,0.21559633027522937
1,64.139496,0.2024793388429752
1,62.170986,0.1148936170212766
1,41.304443,0.2111111111111111
1,53.772335,0.14354066985645933
1,47.40052,0.21428571428571427
1,50.24785,0.2112676056338028
1,52.434654,0.19724770642201836
1,30.987022,0.21019108280254778
1,49.30631,0.15544041450777202
1,56.705753,0.1724137931034483
1,39.764843,0.21348314606741572
1,46.708984,0.21568627450980393
1,40.9746,0.23728813559322035
1,33.307587,0.20118343195266272
1,45.93519,0.2376237623762376
1,47.553284,0.23115577889447236
1,52.721066,0.19806763285024154
